country_name,year,pop_thous,gdp_US_mil,homicides_per_100_000,life_expectancy_years,unemployment_per,departures_thous,tourism_expenditures_US_mil,arrivals_thous,tourism_receipts_US_mil
Italy,2013,60233948,2130491320658.68,0.8,82.69,12.15,26305000,26950000000,47704000,43829000000
Poland,2013,38040196,524234322596.97,0.8,77,10.33,52580000,9132000000,15800000,12432000000
Australia,2013,23128129,1576184467015.49,1.1,82.15,5.66,9052000,35197000000,6482000,32889000000
Croatia,2013,4255689,58157880646.46,1.1,77.13,17.25,2927000,923000000,10948000,9715000000
Ireland,2013,4623816,238543538776.68,1.1,80.95,13.74,6579000,6222000000,8260000,9538000000
Finland,2013,5438972,269980111642.9,1.6,80.98,8.19,8562000,6387000000,2797000,5774000000
Hungary,2013,9893082,135220881110.44,1.6,75.57,10.18,16038000,2526000000,4388000,6671000000
Samoa,2013,190717,804808525.54,3.1,72.35,8.8,51000,13900000,116000,137200000
India,2013,1280846129,1856722121394.53,3.6,67.93,2.82,16626000,13884000000,6968000,19042000000
Albania,2013,2895092,12776280961.16,4.2,77.55,15.87,3928000,1567000000,2857000,1670000000
Moldova,2013,3558566,9496684701.43,4.2,70.97,5.1,157600,428000000,95600,324000000
Thailand,2013,68144501,420333333333.33,4.2,75.38,0.49,5970000,8238000000,26547000,45738000000
Denmark,2013,5614932,343584391647.93,0.9,80.3,7,6977000,10072000000,8557000,6490000000
"Hong Kong SAR, China",2013,7178900,275696879834.97,0.9,83.83,3.4,84414000,21215000000,25661000,42426000000
Norway,2013,5079623,523502127659.57,0.9,81.75,3.42,9280000,20116000000,4778000,7175000000
Sweden,2013,9600379,579360671663.96,0.9,81.96,8.05,15917000,15334000000,5229000,10857000000
United Kingdom,2013,64128226,2753565033773.77,0.9,81,7.53,57792000,81590000000,31063000,56368000000
Algeria,2013,38140132,209755003250.66,1.3,75.66,9.82,2136000,531000000,2733000,326000000
Morocco,2013,33715693,106825649872.11,1.3,75.23,9.23,2195000,2002000000,10046000,8201000000
Slovak Republic,2013,5413393,98478349315.33,1.3,76.41,14.22,2129000,2523000000,1670000,2702000000
Belgium,2013,11159407,520925468952.94,1.8,80.59,8.43,10803000,24511000000,7684000,14536000000
Albania,2014,2889104,13228247844.12,4,77.81,17.49,4146000,1689000000,3341000,1848000000
Argentina,2014,42669500,526319673731.64,7.5,75.91,7.27,6517000,7837000000,5931000,5645000000
Bolivia,2014,10706517,32996188133.14,8.9,69.89,2.01,932000,953000000,871000,746000000
Brazil,2014,202763735,2455994050148.75,28.6,74.75,6.67,9616000,29998000000,6430000,7405000000
Colombia,2014,46969209,381112119657.45,27.9,76.32,8.57,3911000,5175000000,2552000,4887000000
Dominican Republic,2014,10165178,66065015410.05,17.4,73,6.72,427000,717000000,5141400,5630000000
Early-demographic dividend,2014,3080325473,10594924893704.9,6.3,69.46,4.51,163783375.672992,144998018239.01,220489955.67,191103839819.69
Ecuador,2014,15951838,101726331000,8.2,75.92,3.48,1278000,990000000,1557000,1487000000
El Salvador,2014,6295128,22593470000,62.4,72.17,4.16,1515000,277000000,1345000,1285000000
Eswatini,2014,1095021,4377293816.29,9.1,53.57,24.5,1657000,62000000,939000,15600000
Europe & Central Asia (IDA & IBRD countries),2014,450528180,4639238345481.57,5.1,72.89,7.64,181962553.498793,95510087716.37,162920812.12,106155218236.48
Europe & Central Asia (excluding high income),2014,408278056,4036166875129.5,5.5,72.4,7.42,140370946.201186,85351844514.09,135119875.18,83116270999.25
Guatemala,2014,15923243,58722323918.16,31.4,72.94,2.72,992000,1033000000,1739000,1564000000
Honduras,2014,8955589,19618567447.22,66.9,74.28,5.49,557000,437000000,868000,706000000
IBRD only,2014,4599654984,27401475014254.7,5.6,72.43,4.97,417634906.428151,497642462851.2,431775375.4,387799571282.74
India,2014,1295604184,2039127446298.55,3.7,68.29,2.77,18330000,17492000000,13107000,20756000000
Kyrgyz Republic,2014,5835500,7468096566.71,5.5,70.4,8.05,3790000,568000000,3791000,468000000
Late-demographic dividend,2014,2234568586,19662078775687.1,4.6,75.2,4.93,313399675.744458,442465583003.68,276843451.85,274548334436.65
Latin America & Caribbean,2014,616619613,6416225701699.74,22.5,74.8,6.13,59911162.020137,78219820002.39,89142601.86,87690874714.8
Latin America & Caribbean (excluding high income),2014,585296422,5882790470977.05,23.2,74.6,6.1,51922230.807931,69929252718.99,71304100,62166500000
Latin America & the Caribbean (IDA & IBRD countries),2014,600555906,6199504020952.5,22.9,74.7,6.15,58501972.0117351,74683000000,77198100,72619500000
Lithuania,2014,2932367,48516371720.83,5.4,74.52,10.7,1789000,1058000000,2063000,1383000000
Low & middle income,2014,6071330528,28651848468302.9,6,70.01,4.74,486100468.087469,515092410310.28,455227852.11,390445874811.31
Lower middle income,2014,2856124025,5826965731799.72,4.5,67.51,3.94,111775811.013864,78111749527.37,109787889.28,89079283889.13
"Macao SAR, China",2014,590208,55347998647.82,0,83.54,1.7,1537000,1344000000,14566000,43303000000
Mexico,2014,120355128,1314563967425.24,16.1,74.91,4.81,18261000,12556000000,29346000,16606000000
OECD members,2014,1272282569,49618767827806.7,3.3,80.04,7.36,572772204.690763,771912000000,630272600,911390000000
Panama,2014,3901315,49921500000,15.5,77.58,2.72,853000,1147000000,1745000,5749000000
Paraguay,2014,6599526,40276532540.88,8.8,73.47,5.03,426000,449000000,649000,314000000
Philippines,2014,100513138,284584522898.87,9.7,70.48,3.6,3488000,11130000000,4833000,6059000000
Puerto Rico,2014,3534874,102445800000,19.2,79.2,13.9,793000,1088000000,3246000,3439000000
Russian Federation,2014,143819666,2059984158384.6,11.5,70.74,5.16,45889000,55383000000,32421000,19451000000
South Asia,2014,1727640967,2581892372016.11,3.7,68.34,2.8,25431129.9501325,23541000000,18915333.11,28722000000
South Asia (IDA & IBRD),2014,1727640967,2581892372016.11,3.7,68.34,2.8,25431129.9501325,23541000000,18915333.11,28722000000
Uganda,2014,36912148,27291879819.36,11.5,60.67,1.89,511000,342000000,1266000,984000000
Ukraine,2014,45271947,133503411375.74,6.3,71.19,9.27,22438000,5470000000,12712000,2264000000
United States,2014,318386421,17521746534000,4.5,78.84,6.17,68185000,140558000000,75022000,235990000000
Upper middle income,2014,2577855859,22301780634014.8,7.2,74.74,5.62,296288403.321991,428956046168.16,322771339.38,287628680664.5
Uruguay,2014,3400434,57236013086.12,7.8,77.24,6.55,2396000,1604000000,2682000,2029000000
"Venezuela, RB",2014,30045134,482359318767.7,61.9,72.76,6.95,1589000,4118000000,857000,900000000
Armenia,2014,2912403,11609512939.75,2.5,74.27,17.5,1198000,1101000000,1204000,994000000
Azerbaijan,2014,9535079,75244294275.15,2.5,72.02,4.91,4244000,3163000000,2160000,2713000000
"Iran, Islamic Rep.",2014,77465753,434474616831.91,2.5,75.5,10.57,7698000,10130000000,4968000,4197000000
Europe & Central Asia,2014,903129978,23706805219091.5,3,77.28,8.94,552894140.859448,559438227099.73,579784449.31,600695009530.66
Costa Rica,2014,4795396,50577769785.08,10,79.4,9.06,798000,657000000,2527000,3137000000
Austria,2014,8546356,441996131736.51,0.5,81.49,5.62,10994000,11091000000,25291000,20907000000
Indonesia,2014,255129004,890814755233.22,0.5,70.48,4.05,8074000,10263000000,9435000,11567000000
Switzerland,2014,8188649,709182559935.3,0.5,83.2,4.83,12518000,19940000000,9158000,21444000000
Australia,2014,23475686,1467483705131.74,1,82.3,6.08,9480000,32462000000,6922000,33619000000
Cyprus,2014,1152285,23364707443.28,1,80.18,16.09,1209000,1771000000,2441000,2920000000
Euro area,2014,338466255,13499117646931.9,1,81.93,11.6,231738042.404194,302576000000,337513000,367257000000
European Union,2014,508193856,18668667522005,1,80.92,10.21,393425059.649229,437148000000,442143000,494598000000
Morocco,2014,34192347,110081248587.37,1,75.48,9.7,1850000,2273000000,10283000,9070000000
Algeria,2014,38923687,213810022462.43,1.5,75.88,10.21,2839000,679000000,2301000,316000000
Canada,2014,35437435,1801480123070.82,1.5,81.8,6.91,33518000,41669000000,16537000,20802000000
East Asia & Pacific,2014,2267482299,21876509488557.4,1.5,75.13,4.02,332053762.904243,432865910329.18,249070596.18,354982365375.38
East Asia & Pacific (IDA & IBRD countries),2014,1998513398,12689604505542.3,1.5,74.26,4.04,157724133.751546,275468935354.33,142574364.51,141311431341.47
Hungary,2014,9866468,140082504424.59,1.5,75.76,7.72,16340000,2712000000,4618000,7483000000
Israel,2014,8215700,310007879343.47,1.5,82.15,5.89,5181000,6534000000,2927000,6590000000
Mauritius,2014,1260934,12803445933.59,1.5,74.19,7.47,223000,503000000,1038000,1719000000
Romania,2014,19908979,199626806401.53,1.5,74.91,6.8,12299000,2636000000,8442000,2225000000
Thailand,2014,68438730,407339361695.58,3.9,75.75,0.58,6444000,8824000000,24810000,42047000000
World,2014,7255653881,79296107902414.6,5.3,71.74,5.19,1334402137.81317,1411754496352.79,1159450156.34,1453293534872.74
Middle income,2014,5433979884,28128746365814.5,5.8,70.94,4.85,434193286.311256,506932316411.77,432015411.52,376750540420.3
Japan,2014,127276000,4850413536037.84,0.3,83.59,3.6,16903000,28609000000,13413000,20790000000
Oman,2014,4027260,81076723016.91,0.3,76.63,3.85,3358000,2081000000,1611000,1971000000
Singapore,2014,5469724,314851156183.41,0.3,82.5,3.74,8903000,25519000000,11864000,19161000000
Iceland,2014,327386,17758089312.49,0.6,82.86,4.9,400000,972000000,997600,1375000000
Norway,2014,5137232,499338534779.16,0.6,82.1,3.48,9190000,20166000000,4855000,7503000000
France,2014,66316100,2852165760630.27,1.2,82.67,10.29,27919000,58446000000,83701000,67382000000
Nicaragua,2014,6142733,11880438824.45,8.7,73.43,4.52,959000,286000000,1330000,446000000
China,2014,1364270000,10438529153237.6,0.7,75.63,4.6,116593000,227344000000,55622000,44044000000
"Korea, Rep.",2014,50746659,1411333926201.24,0.7,81.72,3.5,16081000,26136000000,14202000,22704000000
Luxembourg,2014,556319,66103853236.76,0.7,82.23,5.85,1815000,3355000000,1038000,6024000000
Netherlands,2014,16865008,890981311077.66,0.7,81.71,7.42,17928000,23655000000,13925000,19669000000
Poland,2014,38011735,545389126644.48,0.7,77.6,8.99,35400000,9540000000,16000000,12924000000
Spain,2014,46480882,1376910811040.88,0.7,83.23,24.44,11783000,17969000000,64939000,65099000000
Malta,2014,434558,11281702719.81,1.4,82.05,5.8,391000,397000000,1690000,1521000000
Belgium,2014,11209057,530808391525.11,1.9,81.29,8.52,10991000,26435000000,7887000,15244000000
Jordan,2014,8920049,36104372355.43,1.9,73.97,11.9,1230000,1251000000,3990000,5518000000
Post-demographic dividend,2014,1092096206,46923802845310.1,1.9,80.52,7.46,619811958.866943,782809930490.76,619423900,947674000000
Georgia,2014,3719414,16509316418.42,2.7,72.71,14.62,3106000,563000000,5004000,1972000000
Sri Lanka,2014,20778000,79356449840.58,2.7,76.15,4.4,1311000,1922000000,1527000,3278000000
Latvia,2014,1993782,31335013751.54,3.2,74.12,10.85,1846000,887000000,1843000,1298000000
Moldova,2014,3556397,9510219299.5,3.2,71.27,3.86,180600,442000000,93900,328000000
IDA & IBRD total,2014,6099662180,29538314075552.1,5.9,70.08,4.79,541135544.604025,528953308184.08,486981653.29,423956108700.38
"Hong Kong SAR, China",2014,7229500,291459356985.34,0.4,83.98,3.3,84519000,22011000000,27770000,46079000000
Croatia,2014,4238389,57682343707.6,0.8,77.48,17.29,2763000,865000000,11623000,10079000000
Czech Republic,2014,10525347,207818330723.83,0.8,78.82,6.11,5651000,5173000000,8096000,7614000000
Italy,2014,60789140,2151732868243.21,0.8,83.09,12.68,26862000,28857000000,48576000,45547000000
Slovenia,2014,2061980,49889553216,0.8,81.08,9.67,2642000,1149000000,2411000,2944000000
Ireland,2014,4657740,258471885130.3,1.1,81.35,11.86,6676000,6173000000,8813000,11093000000
Bulgaria,2014,7223938,56814543481.21,1.6,74.47,11.42,4158000,1459000000,7311000,4518000000
East Asia & Pacific (excluding high income),2014,2023609315,12714085026388.9,1.6,74.22,4.03,159719634.832864,275975237831.37,144255678.13,141358715337.24
Finland,2014,5461512,272609288689.58,1.6,81.18,8.66,8731000,6324000000,2731000,5407000000
High income,2014,1184323353,50660517806404.2,2.1,80.61,7.23,697312190.652455,898608426667.68,699593825.2,1062426024299.67
Estonia,2014,1314545,26615854605.28,3.1,77.03,7.35,1426000,1345000000,3160000,2278000000
Belarus,2014,9474511,78813839984.35,3.6,72.97,5.89,741000,1308000000,5374900,1230000000
North America,2014,353888995,19329008738304.3,3.6,79.14,6.25,101722290.115645,182605000000,91783000,257199000000
Kazakhstan,2014,17288285,221415572819.5,5.2,71.62,5.06,10230000,2163000000,6333000,1701000000
Peru,2014,30090359,200983797111.66,6.7,75.53,2.96,2442000,2119000000,3215000,3907000000
Germany,2014,80982500,3898726503841.35,0.9,81.09,4.98,83008000,101702000000,32999000,58701000000
Greece,2014,10892413,237029579260.72,0.9,81.39,26.49,5802000,4001000000,22033000,19480000000
New Zealand,2014,4509700,200834001603.85,0.9,81.4,5.75,2276000,4108000000,2772000,8575000000
Portugal,2014,10401062,229629822121.6,0.9,81.12,13.89,1628000,5380000000,10497000,17718000000
United Kingdom,2014,64613160,3034729456047.18,0.9,81.3,6.11,60082000,85921000000,32613000,63035000000
Central Europe and the Baltics,2014,103496179,1464718685618.07,1.3,76.68,8.95,86720000,29405000000,67042000,55388000000
Denmark,2014,5643475,352993631617.71,1.3,80.7,6.59,8528000,10443000000,10267000,7617000000
Slovak Republic,2014,5418649,100948236941.18,1.3,76.81,13.18,2406000,2581000000,1475000,2642000000
Argentina,2015,43131966,594749285413.21,6.5,76.07,7.64,7807000,9348000000,5736000,5441000000
Bolivia,2015,10869730,33000198263.39,6.3,70.28,3.07,965000,849000000,882000,810000000
Brazil,2015,204471769,1802214373741.32,28.4,74.99,8.44,9384000,20356000000,6306000,6254000000
Colombia,2015,47520667,293481748240.78,26.5,76.53,8.3,3862000,4820000000,2978000,5235000000
Costa Rica,2015,4847804,54775997555.62,11.6,79.56,9,919000,898000000,2660000,3408000000
Early-demographic dividend,2015,3122841922,10278795512999,6,69.75,4.66,177456757.128347,143775311759.27,225080170.64,191406021297.47
Ecuador,2015,16212020,99290381000,6.5,76.14,3.62,1398000,994000000,1544000,1557000000
El Salvador,2015,6325124,23438240000,105.4,72.41,4,1618000,332000000,1402000,1203000000
Eswatini,2015,1104044,4020275298.03,8.5,55.36,23.64,1713000,64000000,873000,14200000
Europe & Central Asia,2015,907498192,20418742750861.9,3.3,77.24,8.54,566873617.4612,491081348945.73,603880514.15,546422246035.78
Europe & Central Asia (IDA & IBRD countries),2015,453034345,3615788111860.42,5.7,73.15,7.62,182606735.59547,75441292498.07,166655196.44,91445307305.99
Europe & Central Asia (excluding high income),2015,410844329,3088691707518.32,6.2,72.71,7.54,129938023.835771,66316076380.84,137047413,71034791784.63
Guatemala,2015,16252429,63767597193.92,29.4,73.25,2.51,1130000,1004000000,1865000,1580000000
Honduras,2015,9112916,20833948912.29,57.5,74.5,4.59,692000,454000000,880000,671000000
IBRD only,2015,4643767826,25861299090783.9,5.6,72.7,5.09,439308533.457541,491794698294.03,443768839.39,376734814538.3
Late-demographic dividend,2015,2248128427,18417470784005.1,4.8,75.47,5.08,326309845.886813,434586993595.2,288438798.58,271511474377.49
Latin America & Caribbean,2015,622986033,5517742948141.7,22.3,74.96,6.64,63829140.0991544,69401684905.44,96162856.4,90988841462.45
Latin America & Caribbean (excluding high income),2015,591416820,4997012843036.87,23,74.76,6.64,55954865.9559993,61322669124.78,76363000,64684100000
Latin America & the Caribbean (IDA & IBRD countries),2015,606956985,5290483965946.01,22.7,74.86,6.69,62221481.9028728,66013000000,83030000,75027100000
Lower middle income,2015,2898058449,5784352356553.79,4.5,67.8,4.13,120021117.532336,80245009767.36,112689614.3,86018989144.44
Mexico,2015,121858258,1170564619927.69,16.5,74.9,4.31,19603000,12668000000,32093000,18729000000
Nicaragua,2015,6223240,12756717322.76,8.6,73.65,4.4,925000,273000000,1386000,528000000
North America,2015,356510820,19778113935832.2,4.6,79.01,5.46,106478192.001527,186779000000,95965000,268809000000
Panama,2015,3968487,54091700000,11.9,77.78,3,740000,1272000000,2110000,5754000000
Paraguay,2015,6688746,36164068797.25,9.3,73.66,4.56,1008000,494000000,1215000,348000000
Peru,2015,30470734,189759138299.21,7.2,75.79,3,2595000,2527000000,3456000,4140000000
Philippines,2015,102113212,292774099013.69,9.5,70.64,3.03,5115000,11868000000,5361000,6415000000
Puerto Rico,2015,3473166,103375500000,16.7,79.35,12,746000,977000000,3542000,3825000000
Russian Federation,2015,144096870,1363594369511.4,11.6,71.18,5.57,34550000,38434000000,33729000,13204000000
Thailand,2015,68714511,401295970240.34,3.5,76.09,0.6,6794000,9539000000,29923000,48527000000
United States,2015,320742673,18219297584000,5,78.69,5.28,74191000,150044000000,77774000,249183000000
Upper middle income,2015,2597757681,20866337272423.2,7.1,75.02,5.8,302951935.538,423250777207.88,333226656.39,282357449432.14
Uruguay,2015,3412009,53274304222.14,8.5,77.37,7.49,2217000,1388000000,2773000,2070000000
Belgium,2015,11274196,455940347170.37,2,80.99,8.48,10835000,21123000000,8355000,13073000000
Austria,2015,8642699,381805676697.71,0.5,81.19,5.72,10628000,11335000000,26728000,20416000000
Norway,2015,5188607,386663139402.71,0.5,82.3,4.3,8750000,16485000000,5361000,6370000000
Australia,2015,23815995,1351520093185.79,1,82.4,6.06,9807000,28614000000,7450000,30872000000
Euro area,2015,339533474,11684180189186.4,1,81.57,10.84,235717214.620852,258451000000,352907000,330735000000
European Union,2015,509717579,16446486687656.4,1,80.62,9.38,415826094.126207,392044000000,463726000,453929000000
New Zealand,2015,4595700,177208110322.7,1,81.46,5.36,2412000,3721000000,3039000,9452000000
Portugal,2015,10358076,199420256049.69,1,81.12,12.44,1893000,4782000000,11723000,15823000000
Slovenia,2015,2063531,43102044290.96,1,80.78,8.96,2867000,1051000000,2707000,2521000000
United Kingdom,2015,65128861,2896420586534.4,1,80.96,5.3,65720000,90021000000,34436000,65454000000
East Asia & Pacific (excluding high income),2015,2038202511,13223362408545.5,1.5,74.5,4.09,175040113.054249,298734679276.6,152894804.45,145413710785.33
Finland,2015,5479531,232850788304.51,1.5,81.48,9.38,8904000,5785000000,2622000,4009000000
Romania,2015,19815481,177893451831.14,1.5,75.01,6.81,13118000,2330000000,9331000,2097000000
Saudi Arabia,2015,31717667,654269902880,1.5,74.65,5.59,20819000,20366000000,17994000,11183000000
Sri Lanka,2015,20970000,80604080688.58,2.4,76.32,4.67,1356000,2152000000,1798000,3978000000
Chile,2015,17969353,243919079437.22,3.4,79.65,6.51,3359000,2518000000,4478000,3412000000
Estonia,2015,1315407,22904456871.82,3.4,77.59,6.19,1250000,1169000000,2961000,1885000000
India,2015,1310152403,2103587813812.75,3.4,68.61,2.78,20376000,17686000000,13284000,21472000000
Latvia,2015,1977527,26972863393.64,3.4,74.48,9.87,1720000,801000000,2024000,1279000000
World,2015,7340548192,75003074210656.5,5.3,71.95,5.22,1397711354.88687,1352434430414.05,1206215744.42,1402811742082.08
Middle income,2015,5495816130,26656489801955.1,5.8,71.21,5.04,448668604.672536,503355299821.81,445355038.47,368422040740.79
"Hong Kong SAR, China",2015,7291300,309383627028.56,0.3,84.28,3.32,89082000,23059000000,26686000,42229000000
Japan,2015,127141000,4389475622588.97,0.3,83.79,3.4,16214000,23252000000,19737000,27285000000
Singapore,2015,5535002,308004146057.61,0.3,82.74,3.79,9125000,23702000000,12051000,16617000000
Indonesia,2015,258383256,860854235065.08,0.6,70.77,4.51,8176000,9800000000,10407000,12054000000
Netherlands,2015,16939923,765264949781,0.6,81.51,6.87,18070000,20234000000,15007000,17558000000
Morocco,2015,34663603,101179808076.36,1.2,75.73,9.46,1910000,2155000000,10177000,7765000000
Canada,2015,35702908,1552899925233.71,1.7,81.9,6.91,32267000,36372000000,17971000,19256000000
Mauritius,2015,1262605,11692287066.38,1.7,74.35,7.41,242000,616000000,1151000,1680000000
Sierra Leone,2015,7171914,4218723875.14,1.7,52.94,4.75,61000,34000000,24000,37000000
Azerbaijan,2015,9649341,53074468085.11,2.3,72.27,4.96,4096000,2743000000,1922000,2535000000
Hungary,2015,9843028,123074092703.14,2.3,75.57,6.81,17276000,2456000000,4929000,6929000000
Post-demographic dividend,2015,1097025299,44401372309936.5,2.3,80.39,6.87,645776662.64589,730660249929.71,647527600,900282000000
Albania,2015,2880703,11386931489.8,2.8,78.03,17.08,4504000,1310000000,3784000,1613000000
China,2015,1371220000,11015542352468.9,0.7,75.93,4.6,127860000,249831000000,56886000,44969000000
Ireland,2015,4701957,291499812103.65,0.7,81.45,9.9,7094000,5789000000,9528000,11476000000
"Korea, Rep.",2015,51014947,1382764027113.82,0.7,82.02,3.6,19310000,27957000000,13232000,19055000000
Spain,2015,46444832,1199084183705.08,0.7,82.83,22.06,14407000,17347000000,68175000,56532000000
Switzerland,2015,8282396,679832291693.26,0.7,82.9,4.8,13601000,18761000000,9305000,19639000000
Algeria,2015,39728025,165979277276.91,1.4,76.09,11.21,3638000,762000000,1710000,347000000
East Asia & Pacific,2015,2282855831,21747800265057,1.4,75.39,4.06,357635727.46412,448204522206.63,263420552.2,341322505041.76
East Asia & Pacific (IDA & IBRD countries),2015,2012980531,13197946656328.1,1.4,74.53,4.1,172853201.374673,298189904586.55,151129010.38,145386312986.54
Israel,2015,8380100,300470790394.92,1.4,82.05,5.25,5891000,7506000000,2799000,6574000000
High income,2015,1191326855,47850600439654.7,2.2,80.49,6.62,735426213.941591,842561619394.59,733056374.77,1021578504214.75
IDA & IBRD total,2015,6177552865,27954716600642.8,5.9,70.36,4.94,568921768.333747,524481518352.95,502712872.97,411758750264.84
Lithuania,2015,2904910,41516701871.25,5.9,74.32,9.12,1860000,1131000000,2071000,1310000000
Low & middle income,2015,6149221337,27169208461257.4,5.9,70.29,4.91,502243232.913648,512021706575.02,468197352.34,380881552513.29
"Macao SAR, China",2015,602085,45361678146.52,0.2,83.71,1.81,1466000,1336000000,14308000,31500000000
Oman,2015,4267348,68921456436.93,0.4,76.89,3.54,3838000,2208000000,1909000,2247000000
Czech Republic,2015,10546059,186829940545.76,0.8,78.58,5.05,5856000,4819000000,8707000,6766000000
Germany,2015,81686611,3381389338658.82,0.8,80.64,4.62,83737000,85308000000,34970000,50652000000
Greece,2015,10820883,196591353761.23,0.8,81.04,24.9,6291000,3537000000,23599000,17260000000
Italy,2015,60730582,1832273032580.67,0.8,82.54,11.9,27494000,24417000000,50732000,39420000000
Poland,2015,37986412,477577397532.83,0.8,77.45,7.5,44300000,8523000000,16728000,11355000000
Slovak Republic,2015,5423801,87769595120.47,0.8,76.56,11.48,2777000,2265000000,1721000,2480000000
Denmark,2015,5683483,302673068765.97,1.1,80.7,6.17,8991000,8918000000,10424000,6685000000
France,2015,66593366,2438207896251.84,1.6,82.32,10.36,26648000,47697000000,84452000,66419000000
Armenia,2015,2925553,10553337672.99,2.6,74.47,18.26,1187000,1057000000,1192000,956000000
OECD members,2015,1280466626,46870246743538.3,3.6,79.93,6.77,605411643.125654,720370000000,664177000,882411000000
South Asia,2015,1749417068,2697313887065.75,3.6,68.64,2.99,28138552.8270597,24480000000,19195192.47,29922300000
South Asia (IDA & IBRD),2015,1749417068,2697313887065.75,3.6,68.64,2.99,28138552.8270597,24480000000,19195192.47,29922300000
Kyrgyz Republic,2015,5956900,6678178340.45,5.2,70.65,7.56,4008000,535000000,4000000,482000000
Croatia,2015,4203604,49519006809.27,0.9,77.28,16.17,2578000,770000000,12683000,9018000000
Iceland,2015,330815,17344165907.21,0.9,82.47,3.98,450000,998000000,1289000,1618000000
Luxembourg,2015,569604,57204400105.01,0.9,82.29,6.67,1702000,2873000000,1090000,4760000000
Malta,2015,445053,10701866983.48,0.9,81.9,5.39,428000,368000000,1783000,1381000000
Central Europe and the Baltics,2015,103257751,1287360865864.85,1.3,76.59,7.82,98234000,26661000000,70961000,49223000000
Cyprus,2015,1160985,19680625485.19,1.3,80.35,14.91,1119000,1439000000,2659000,2481000000
Bulgaria,2015,7177991,50201314894.58,1.8,74.61,9.14,4632000,1346000000,7099000,3583000000
Argentina,2016,43590368,557531376217.97,6,76.22,8.02,10446000,11729000000,6655000,5186000000
Bolivia,2016,11031813,33941126193.92,6.3,70.63,3.06,1048000,960000000,959000,827000000
Brazil,2016,206163058,1796275437087.99,29.7,75.23,11.61,8592000,17068000000,6547000,6613000000
Colombia,2016,48171392,282825009887.46,25.5,76.73,8.69,3795000,4825000000,3317000,5584000000
Costa Rica,2016,4899345,57157995872.68,11.9,79.74,8.6,1036000,1040000000,2925000,3776000000
Dominican Republic,2016,10397743,72342967648.34,15.2,73.47,7.28,500000,882000000,5959300,6720000000
El Salvador,2016,6356143,24154120000,83.1,72.64,4.42,1804000,451000000,1434000,1161000000
Eswatini,2016,1113984,3817430000,8.6,56.96,22.72,1789000,33000000,947000,13200000
Guatemala,2016,16583060,68663653469.12,27.3,73.54,2.83,1195000,989000000,1906000,1550000000
Honduras,2016,9270795,21566622849.61,56.5,74.7,4.67,654000,482000000,838000,700000000
Kyrgyz Republic,2016,6079500,6813092065.84,4.5,70.95,7.21,4185000,582000000,3853000,477000000
Latvia,2016,1959537,27695474684.45,3.5,74.58,9.64,1939000,880000000,1793000,1282000000
Mexico,2016,123333376,1077827944342.35,19.3,74.92,3.86,20223000,12823000000,35079000,20619000000
Paraguay,2016,6777872,36054281572.4,8.9,73.84,5.26,1503000,512000000,1308000,356000000
Peru,2016,30926032,191907499037.07,7.7,76.04,3.54,2751000,2687000000,3744000,4303000000
Philippines,2016,103663927,304897590205.41,11,70.8,2.71,5703000,11681000000,5967000,6289000000
Puerto Rico,2016,3406495,104336700000,19.2,79.49,11.8,789000,1013000000,3736000,3985000000
Russian Federation,2016,144342396,1282723881083.71,11,71.65,5.56,31659000,27653000000,24571000,12820000000
Uganda,2016,39647506,24133664284.51,10.8,61.99,1.79,568000,290000000,1323000,1069000000
United States,2016,323071342,18707188235000,5.4,78.54,4.87,80226000,160937000000,76407000,246172000000
Uruguay,2016,3424132,52687612261.54,7.8,77.5,7.84,1715000,1139000000,3037000,2182000000
Estonia,2016,1315790,23984296770.81,2.5,77.64,6.76,1339000,1299000000,3131000,1942000000
Sri Lanka,2016,21203000,82401038709.54,2.5,76.48,4.37,1448000,2295000000,2051000,4591000000
Armenia,2016,2936146,10546135160.03,3,74.64,17.62,1263000,1119000000,1260000,988000000
Panama,2016,4037078,57957600000,10,77.96,3.32,770000,1129000000,1921000,6455000000
Indonesia,2016,261554226,931877364177.74,0.5,71.03,4.3,8340000,9932000000,11519000,12566000000
Norway,2016,5234519,371344761904.76,0.5,82.41,4.68,8030000,16384000000,5960000,6285000000
Slovenia,2016,2065042,44641210338.25,0.5,81.18,8,2853000,1126000000,3032000,2627000000
Switzerland,2016,8373338,670181065629.16,0.5,83.6,4.92,13857000,18846000000,9205000,19217000000
Croatia,2016,4174349,51623429121.36,1,78.02,13.1,1615000,954000000,13809000,9820000000
Denmark,2016,5728010,311988119339.25,1,80.85,6.18,9651000,9159000000,10781000,7046000000
Georgia,2016,3727505,14378036929.06,1,73.21,13.97,3400000,706000000,5393000,2315000000
Slovak Republic,2016,5430798,89848359304.53,1,77.17,9.67,3095000,2419000000,2027000,2802000000
Belgium,2016,11331422,469677213719.19,1.5,81.44,7.83,13372000,21519000000,7481000,12697000000
Albania,2016,2876101,11861352704.87,3.4,78.19,15.22,4852000,1338000000,4070000,1820000000
Chile,2016,18209068,250339876460.23,3.4,79.78,6.74,3553000,2733000000,5641000,3723000000
Iceland,2016,335439,20716024757.41,0.3,82.2,2.98,536000,1268000000,1792000,2411000000
Japan,2016,126994511,4926667087367.51,0.3,83.98,3.1,17116000,25783000000,24040000,33428000000
